,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
85597,31.0,1.0,0.19,26.8,27.1,74.5,0.6,1.06,13.4,0.0
85599,52.0,1.0,1.28,26.8,26.8,73.9,0.61,1.06,13.4,1.0
85600,38.0,2.0,0.25,27.0,26.2,68.7,0.54,1.06,13.4,2.0
85602,45.0,2.0,0.26,27.0,26.1,68.7,0.32,1.43,13.4,-0.0
85603,38.0,1.0,0.38,26.5,25.8,69.7,0.51,1.13,13.4,0.0
85604,38.0,2.0,0.34,26.5,25.9,69.7,0.44,1.06,13.4,0.0
85605,24.0,1.0,0.38,26.5,25.8,73.7,0.6,1.15,13.4,0.0
85606,24.0,1.0,0.25,27.0,26.2,68.7,0.47,1.15,13.4,0.0
85607,24.0,1.0,0.25,27.0,26.2,68.7,0.47,1.43,13.4,0.0
85608,24.0,1.0,0.25,26.9,26.6,67.9,0.57,1.17,13.4,1.0
85609,24.0,2.0,0.3,26.8,25.9,67.9,0.4,1.22,13.4,0.0
85610,45.0,2.0,0.24,27.0,26.4,68.0,0.53,1.13,13.4,0.0
85611,24.0,2.0,0.22,27.0,27.0,68.0,0.44,1.2,13.4,1.0
85612,24.0,2.0,0.22,27.0,27.0,68.0,0.58,1.13,13.4,0.0
85613,45.0,2.0,0.69,26.1,26.1,70.8,0.63,1.13,13.4,-1.0
85615,18.0,2.0,0.6,26.1,26.1,70.8,0.44,1.35,13.4,-1.0
85616,18.0,2.0,0.6,26.1,25.3,70.8,0.52,1.35,13.4,-2.0
85617,24.0,2.0,0.62,26.1,26.1,70.8,0.33,1.13,13.4,-1.0
85618,18.0,2.0,0.3,26.9,26.6,67.9,0.52,1.16,13.4,-1.0
85620,38.0,1.0,0.27,26.2,25.6,70.8,0.61,1.11,13.4,-0.0
85621,24.0,1.0,0.27,26.2,25.6,70.8,0.61,1.15,13.4,-0.0
85622,38.0,1.0,0.27,26.2,25.6,70.8,0.49,1.24,13.4,0.0
85623,31.0,2.0,0.38,26.4,26.4,70.3,0.66,1.18,13.4,-1.0
85624,24.0,2.0,0.38,26.4,26.4,70.3,0.53,1.06,13.4,1.0
85625,38.0,2.0,0.37,26.4,26.4,70.3,0.31,1.24,13.4,-0.0
85626,24.0,2.0,0.26,26.9,26.6,71.2,0.4,1.19,13.4,1.0
85627,31.0,2.0,0.22,27.4,27.1,67.6,0.4,1.23,13.4,0.0
85628,18.0,2.0,0.16,27.4,27.2,68.3,0.33,1.28,13.4,1.0
85629,38.0,1.0,0.25,27.4,27.4,68.3,0.65,1.09,13.4,-1.0
85630,24.0,2.0,0.99,27.3,26.8,65.6,0.44,1.25,13.4,-1.0
85631,24.0,1.0,0.29,27.2,26.9,68.1,0.57,1.09,13.4,2.0
85632,18.0,1.0,0.1,27.2,26.8,70.1,0.61,1.28,13.4,2.0
85633,18.0,1.0,0.1,27.2,26.8,70.1,0.47,1.22,13.4,2.0
85634,18.0,1.0,0.26,27.2,26.6,70.1,0.47,1.15,13.4,-0.0
85635,18.0,1.0,0.29,27.1,26.8,70.7,0.57,1.31,13.4,2.0
85637,18.0,1.0,0.33,27.6,27.3,71.6,0.57,1.13,13.4,-2.0
85638,18.0,1.0,0.33,27.6,27.3,71.6,0.43,1.2,13.4,0.0
85639,52.0,1.0,0.16,27.3,27.1,73.5,0.51,1.15,13.4,2.0
85640,24.0,1.0,0.19,27.6,27.3,71.6,0.57,1.29,13.4,2.0
85641,31.0,1.0,0.39,27.6,27.3,71.6,0.57,1.2,13.4,2.0
85642,24.0,1.0,0.22,27.6,27.6,71.6,0.57,1.43,13.4,2.0
85643,18.0,2.0,0.33,27.7,28.6,69.7,0.52,1.34,13.4,1.0
85644,31.0,1.0,0.24,27.6,27.0,71.6,0.55,1.18,13.4,2.0
85645,18.0,1.0,0.19,27.7,28.2,69.7,0.58,1.28,13.4,0.0
85646,31.0,1.0,0.26,27.7,27.7,69.7,0.51,1.2,13.4,2.0
85647,18.0,1.0,0.28,27.7,28.3,69.7,0.56,1.13,13.4,-1.0
85648,18.0,1.0,0.21,27.7,28.8,69.7,0.57,1.06,13.4,2.0
85650,18.0,1.0,0.62,28.0,27.6,74.5,0.51,1.28,13.4,1.0
85651,24.0,1.0,0.39,28.0,27.3,74.5,0.55,1.31,13.4,2.0
85652,31.0,1.0,0.36,28.0,28.0,74.5,0.47,1.18,13.4,1.0
85656,31.0,1.0,0.22,28.6,28.3,77.4,0.51,1.11,13.4,2.0
85657,24.0,1.0,0.39,28.5,28.5,72.1,0.53,1.2,13.4,2.0
85658,24.0,2.0,0.39,28.5,28.5,72.1,0.59,1.2,13.4,2.0
85659,18.0,2.0,0.38,28.5,28.5,72.1,0.3,1.13,13.4,1.0
85660,24.0,2.0,0.34,28.5,28.5,72.1,0.52,1.13,13.4,2.0
85662,18.0,2.0,0.26,28.9,28.9,71.1,0.37,1.39,13.4,1.0
85663,31.0,1.0,1.05,29.4,29.4,67.0,0.47,1.29,13.4,1.0
85664,31.0,1.0,0.56,29.4,30.2,67.0,0.57,1.29,13.4,2.0
85665,24.0,2.0,0.25,28.9,28.9,71.1,0.51,1.11,13.4,2.0
85666,24.0,2.0,0.56,29.4,29.0,67.0,0.58,1.08,13.4,1.0
85667,18.0,1.0,0.18,29.2,29.0,69.4,0.47,1.16,13.4,0.0
85668,24.0,2.0,0.19,29.4,29.4,67.0,0.66,1.09,13.4,1.0
85669,38.0,1.0,0.18,29.4,29.9,67.0,0.51,1.06,13.4,0.0
85670,31.0,1.0,0.28,29.0,29.0,69.9,0.47,1.09,13.4,2.0
85671,31.0,1.0,0.36,29.6,28.9,65.9,0.57,1.43,13.4,-0.0
85672,18.0,2.0,0.18,29.0,29.0,69.9,0.43,1.33,13.4,1.0
85673,38.0,1.0,0.19,29.6,29.9,65.9,0.47,1.06,13.4,2.0
85675,18.0,2.0,0.38,29.0,29.0,69.9,0.47,1.09,13.4,1.0
85676,31.0,1.0,0.32,29.1,28.8,69.9,0.61,1.09,13.4,1.0
85677,18.0,2.0,0.42,29.5,29.5,67.7,0.49,1.2,13.4,2.0
85678,24.0,2.0,0.42,29.6,29.3,67.1,0.31,1.2,13.4,2.0
85679,18.0,1.0,0.42,29.6,29.3,65.9,0.53,1.13,13.4,1.0
85680,24.0,2.0,0.49,29.6,28.5,65.9,0.42,1.13,13.4,1.0
85681,18.0,1.0,0.27,29.4,29.7,72.6,0.55,1.09,13.4,2.0
85682,24.0,1.0,0.19,29.6,29.6,65.9,0.57,1.29,13.4,2.0
85683,38.0,1.0,0.42,29.6,29.3,65.9,0.57,1.13,13.4,2.0
85684,31.0,1.0,0.77,29.4,29.9,71.4,0.55,1.09,13.4,2.0
85685,24.0,1.0,0.31,29.2,29.2,68.1,0.57,1.13,13.4,-1.0
85686,31.0,1.0,0.39,29.4,29.7,71.4,0.57,1.09,13.4,2.0
85687,24.0,2.0,0.19,27.6,26.6,63.3,0.66,1.2,13.4,-0.0
85688,18.0,1.0,0.21,27.2,27.2,66.8,0.47,1.37,13.4,2.0
85689,31.0,1.0,0.47,27.6,26.9,63.3,0.57,1.2,13.4,0.0
85690,31.0,1.0,0.26,27.2,27.2,66.8,0.47,1.12,13.4,0.0
85691,24.0,2.0,0.27,27.6,28.8,63.3,0.41,1.17,13.4,-1.0
85692,24.0,2.0,0.39,27.6,29.0,63.3,0.3,1.18,13.4,-0.0
85693,31.0,1.0,0.1,27.8,27.6,62.8,0.47,1.1,13.4,1.0
85694,38.0,1.0,0.46,27.9,28.6,61.7,0.59,1.13,13.4,2.0
85696,24.0,2.0,0.5,28.0,28.4,61.2,0.49,1.06,13.4,-1.0
85698,38.0,1.0,0.2,28.1,27.8,64.9,0.51,1.21,13.4,2.0
85700,24.0,1.0,0.23,28.1,27.8,64.9,0.55,1.25,13.4,1.0
85701,18.0,1.0,0.34,28.4,27.8,61.5,0.57,1.06,13.4,2.0
85702,18.0,2.0,0.34,28.4,27.8,61.5,0.43,1.13,13.4,1.0
85703,38.0,1.0,0.28,28.1,27.8,64.9,0.57,1.48,13.4,2.0
85704,24.0,2.0,0.24,28.4,28.1,61.5,0.33,1.06,13.4,2.0
85705,31.0,1.0,0.24,28.9,27.2,58.9,0.55,1.23,13.4,0.0
85706,24.0,1.0,0.24,28.4,27.8,61.5,0.47,1.06,13.4,-2.0
85707,31.0,1.0,0.24,28.1,27.8,64.9,0.47,1.28,13.4,2.0
85708,18.0,1.0,0.36,28.7,29.0,62.3,0.43,1.13,13.4,1.0
85709,18.0,1.0,0.24,28.1,27.8,64.9,0.53,1.29,13.4,0.0
85710,31.0,1.0,0.4,28.7,29.4,62.3,0.47,1.06,13.4,2.0
85711,31.0,1.0,0.52,28.7,29.5,62.3,0.51,1.06,13.4,2.0
85712,18.0,1.0,0.42,30.4,29.0,61.7,0.6,1.06,13.4,2.0
85713,18.0,2.0,0.22,29.8,29.5,62.5,0.32,1.31,13.4,1.0
85714,31.0,2.0,0.42,30.4,29.7,61.7,0.35,1.13,13.4,2.0
85715,24.0,1.0,0.47,30.4,29.7,61.7,0.55,1.4,13.4,2.0
85716,18.0,2.0,0.42,30.4,29.7,61.2,0.44,1.27,13.4,2.0
85717,24.0,1.0,0.42,30.4,29.7,61.7,0.55,1.59,13.4,2.0
85718,18.0,2.0,0.42,30.4,29.7,61.7,0.4,1.2,13.4,2.0
85719,24.0,1.0,0.43,30.4,29.7,61.7,0.57,1.48,13.4,2.0
85721,24.0,2.0,0.33,30.4,29.8,61.7,0.32,1.31,13.4,2.0
85722,31.0,2.0,0.23,29.8,29.5,62.5,0.4,1.28,13.4,2.0
85723,38.0,1.0,0.34,29.8,29.5,62.5,0.65,1.52,13.4,1.0
85724,24.0,2.0,0.24,29.8,29.5,62.5,0.52,1.78,13.4,0.0
85725,24.0,1.0,0.4,30.4,29.7,61.7,0.61,1.2,13.4,2.0
85726,18.0,2.0,0.3,30.1,30.1,62.1,0.53,1.16,13.4,2.0
85727,24.0,2.0,0.29,29.1,28.8,63.8,0.44,1.24,13.4,1.0
85728,24.0,2.0,0.23,29.1,28.8,63.8,0.44,1.33,13.4,1.0
85729,31.0,1.0,0.3,29.1,29.1,63.8,0.55,1.23,13.4,2.0
85730,24.0,2.0,0.25,29.1,28.8,63.8,0.61,1.12,13.4,1.0
85731,18.0,2.0,0.31,30.1,30.1,57.0,0.41,1.09,13.4,1.0
85732,38.0,1.0,0.3,30.1,30.1,62.1,0.57,1.51,13.4,2.0
85733,18.0,2.0,0.31,30.1,30.1,62.1,0.46,1.35,13.4,1.0
85735,24.0,2.0,0.28,30.1,30.1,62.1,0.4,1.13,13.4,2.0
85736,24.0,1.0,0.32,30.1,30.1,62.1,0.57,1.28,13.4,2.0
85737,18.0,1.0,0.32,30.1,30.1,62.1,0.57,1.13,13.4,-1.0
85738,18.0,2.0,0.31,30.1,30.1,62.1,0.3,1.13,13.4,2.0
85739,18.0,1.0,0.32,30.1,30.1,62.1,0.57,1.13,13.4,1.0
85740,24.0,1.0,0.3,30.1,30.1,62.1,0.55,1.13,13.4,0.0
85741,24.0,1.0,0.42,30.4,29.7,61.7,0.51,1.13,13.4,0.0
85743,24.0,1.0,0.28,29.5,29.2,62.3,0.62,1.33,13.4,2.0
85744,31.0,1.0,0.09,29.5,29.3,62.3,0.56,1.27,13.4,2.0
85745,31.0,2.0,0.4,29.9,29.9,58.5,0.48,1.29,13.4,2.0
85746,24.0,2.0,0.6,29.9,29.9,58.5,0.49,1.19,13.4,2.0
85747,31.0,2.0,0.42,29.9,29.9,58.5,0.31,1.28,13.4,2.0
85748,18.0,2.0,0.4,29.9,29.9,58.5,0.41,1.06,13.4,2.0
85749,24.0,1.0,0.42,29.9,29.9,58.5,0.47,1.06,13.4,2.0
85750,24.0,2.0,0.42,29.9,29.9,58.5,0.31,1.28,13.4,2.0
85752,24.0,2.0,0.42,29.9,29.9,58.5,0.35,1.06,13.4,1.0
85753,18.0,1.0,0.26,28.7,29.0,64.1,0.59,1.09,13.4,0.0
85754,24.0,1.0,0.31,28.7,28.7,64.1,0.57,1.16,13.4,1.0
85755,18.0,2.0,0.26,28.7,29.6,64.1,0.41,1.52,13.4,2.0
85756,18.0,2.0,0.29,28.7,30.2,64.1,0.53,1.23,13.4,1.0
85757,18.0,1.0,0.66,29.4,29.0,59.3,0.47,1.35,13.4,2.0
85758,18.0,1.0,0.66,29.4,29.0,61.0,0.55,1.06,13.4,1.0
85759,18.0,1.0,0.6,29.4,28.6,59.3,0.57,1.35,13.4,2.0
85760,18.0,2.0,0.26,28.8,29.1,60.6,0.31,1.19,13.4,2.0
85761,18.0,1.0,0.32,28.6,28.3,62.8,0.57,1.11,13.4,2.0
85762,18.0,1.0,0.32,28.6,28.3,62.8,0.7,1.2,13.4,1.0
85763,24.0,1.0,0.32,28.6,28.3,62.8,0.57,1.35,13.4,2.0
85764,18.0,2.0,0.32,28.6,28.3,62.8,0.48,1.17,13.4,2.0
85765,18.0,1.0,0.32,28.6,28.3,62.8,0.55,1.28,13.4,1.0
85766,31.0,1.0,0.32,28.6,28.3,62.8,0.51,1.2,13.4,1.0
85767,18.0,1.0,0.32,28.6,28.3,62.8,0.39,1.06,13.4,-1.0
85769,24.0,1.0,0.32,28.6,28.3,62.8,0.55,1.28,13.4,2.0
85771,24.0,2.0,0.1,29.0,29.4,64.3,0.33,1.36,13.4,1.0
85772,24.0,2.0,0.33,29.0,29.6,64.3,0.53,1.33,13.4,1.0
85774,31.0,1.0,0.27,28.7,28.7,62.9,0.55,1.2,13.4,0.0
85775,38.0,1.0,0.27,28.7,28.7,62.9,0.51,1.06,13.4,0.0
85776,24.0,2.0,0.27,28.7,28.7,62.9,0.53,1.15,13.4,1.0
85777,31.0,1.0,0.27,28.7,28.7,62.9,0.47,1.06,13.4,1.0
85778,24.0,2.0,0.27,28.7,28.7,62.9,0.58,1.09,13.4,0.0
85779,31.0,1.0,0.27,28.7,28.7,62.9,0.57,1.2,13.4,1.0
85780,24.0,2.0,0.27,28.7,28.7,62.9,0.44,1.13,13.4,2.0
85781,24.0,1.0,0.27,28.7,28.7,62.9,0.53,1.36,13.4,2.0
85782,38.0,1.0,0.27,28.7,28.7,62.9,0.51,1.11,13.4,2.0
85783,18.0,2.0,0.14,30.6,31.1,54.6,0.47,1.27,13.4,2.0
85784,18.0,2.0,0.14,30.6,31.1,54.6,0.31,1.14,13.4,2.0
85785,18.0,2.0,0.17,30.6,31.1,54.6,0.46,1.1,13.4,2.0
85786,24.0,2.0,0.26,28.9,28.9,61.8,0.31,1.28,13.4,2.0
85787,18.0,1.0,0.26,28.9,28.9,61.8,0.53,1.06,13.4,1.0
85788,24.0,2.0,0.26,28.7,28.7,62.9,0.4,1.11,13.4,1.0
85789,24.0,1.0,0.26,28.9,28.9,61.8,0.57,1.01,13.4,2.0
85790,38.0,1.0,0.26,28.9,28.9,61.8,0.59,1.2,13.4,2.0
85791,24.0,2.0,0.26,28.7,28.7,62.9,0.63,1.24,13.4,0.0
85792,31.0,1.0,0.26,28.9,28.9,61.8,0.57,1.35,13.4,2.0
85793,24.0,2.0,0.26,28.9,28.9,61.8,0.49,1.2,13.4,1.0
85794,38.0,1.0,0.26,28.9,28.9,61.8,0.59,1.13,13.4,2.0
85795,18.0,2.0,0.17,27.4,27.4,54.0,0.44,1.57,13.4,0.0
85796,18.0,1.0,0.22,27.4,27.1,54.0,0.55,1.33,13.4,0.0
85797,24.0,2.0,0.26,27.4,27.4,54.0,0.58,1.19,13.4,0.0
85798,31.0,1.0,0.25,27.4,27.4,54.0,0.61,1.37,13.4,0.0
85799,18.0,2.0,0.19,26.8,26.3,56.5,0.53,1.26,13.4,0.0
85800,18.0,1.0,0.22,26.8,26.3,56.5,0.69,1.13,13.4,0.0
85801,24.0,2.0,0.22,26.8,26.3,56.5,0.57,1.36,13.4,0.0
85802,24.0,1.0,0.22,26.8,26.3,56.5,0.57,1.06,13.4,1.0
85803,38.0,1.0,0.22,26.8,26.3,56.5,0.55,1.11,13.4,1.0
85804,24.0,1.0,0.22,26.8,26.3,56.5,0.61,1.06,13.4,-0.0
85805,24.0,2.0,0.22,26.8,26.3,56.5,0.52,1.27,13.4,-0.0
85806,31.0,1.0,0.22,26.8,26.3,56.5,0.61,0.99,13.4,0.0
85808,24.0,2.0,0.22,26.8,26.3,56.5,0.49,1.13,13.4,-2.0
85809,38.0,1.0,0.22,26.8,26.3,56.5,0.7,1.06,13.4,1.0
85811,18.0,2.0,0.22,27.1,27.4,56.1,0.44,1.09,13.4,1.0
85812,18.0,2.0,0.18,27.5,27.7,53.5,0.53,1.25,13.4,0.0
85813,31.0,1.0,0.37,27.4,26.7,54.6,0.51,1.06,13.4,0.0
85814,24.0,2.0,0.37,27.4,26.7,54.6,0.41,1.06,13.4,0.0
85815,31.0,1.0,0.37,27.4,26.7,54.6,0.55,1.28,13.4,0.0
85816,18.0,2.0,0.37,27.4,26.7,54.6,0.52,1.16,13.4,0.0
85817,18.0,1.0,0.37,27.4,26.7,54.6,0.67,1.16,13.4,1.0
85818,45.0,1.0,0.37,27.4,26.7,54.6,0.47,1.09,13.4,2.0
85819,24.0,1.0,0.37,27.4,26.7,54.6,0.47,1.06,13.4,0.0
85820,31.0,1.0,0.37,27.4,26.7,54.6,0.47,1.29,13.4,1.0
85821,18.0,1.0,0.37,27.4,26.7,54.6,0.47,1.09,13.4,2.0
85822,31.0,1.0,0.38,27.1,27.4,56.1,0.57,1.26,13.4,0.0
85823,31.0,1.0,0.22,27.1,27.4,56.1,0.47,1.13,13.4,1.0
85824,45.0,1.0,0.15,27.1,27.1,56.1,0.62,1.09,13.4,2.0
85825,18.0,1.0,0.26,27.1,27.4,56.1,0.55,1.13,13.4,0.0
85826,24.0,2.0,0.26,27.1,27.1,72.0,0.54,1.06,13.4,1.0
85827,45.0,1.0,0.18,26.7,26.7,56.4,0.61,1.13,13.4,-0.0
85828,38.0,1.0,0.18,26.7,26.7,56.4,0.56,1.14,13.4,0.0
85829,31.0,1.0,0.26,26.9,27.5,56.0,0.47,1.09,13.4,0.0
85830,31.0,1.0,0.21,26.9,27.2,56.0,0.47,1.17,13.4,0.0
85831,31.0,1.0,0.26,26.9,27.5,56.0,0.57,1.16,13.4,0.0
85832,24.0,1.0,0.21,26.9,27.4,56.0,0.55,1.14,13.4,0.0
85833,18.0,1.0,0.26,26.9,26.9,56.0,0.57,1.04,13.4,-1.0
85834,18.0,1.0,0.26,27.0,26.1,55.5,0.51,1.2,13.4,-1.0
85835,31.0,1.0,0.26,27.0,26.1,55.5,0.55,1.09,13.4,1.0
85836,24.0,1.0,0.26,26.9,26.9,54.8,0.57,1.26,13.4,-1.0
85837,18.0,2.0,0.26,27.0,26.1,55.5,0.52,1.17,13.4,2.0
85838,18.0,1.0,0.26,26.9,26.3,56.0,0.59,1.28,13.4,0.0
85839,31.0,1.0,0.26,26.9,26.3,56.0,0.51,1.28,13.4,1.0
85840,18.0,1.0,0.26,26.9,26.3,56.0,0.51,1.33,13.4,-1.0
85841,18.0,1.0,0.26,27.0,26.1,55.5,0.57,1.17,13.4,-0.0
85842,24.0,1.0,0.26,27.0,26.1,55.5,0.55,1.28,13.4,2.0
85843,31.0,1.0,0.26,26.9,26.3,56.0,0.47,1.04,13.4,1.0
85844,18.0,1.0,0.33,26.5,26.8,58.1,0.47,1.22,13.4,0.0
85845,31.0,1.0,0.77,26.5,27.0,57.5,0.55,1.09,13.4,0.0
85846,18.0,1.0,0.27,26.5,26.8,57.5,0.55,1.13,13.4,-2.0
85847,60.0,1.0,0.28,26.5,26.2,58.1,0.56,1.2,13.4,-1.0
85848,38.0,1.0,0.38,26.5,26.2,58.1,0.47,1.06,13.4,0.0
85849,31.0,1.0,0.28,26.5,26.2,58.1,0.55,1.09,13.4,0.0
85850,38.0,1.0,0.28,26.5,26.2,58.1,0.51,1.06,13.4,0.0
85851,24.0,2.0,0.28,26.5,26.2,58.1,0.48,1.11,13.4,0.0
85852,31.0,1.0,0.28,26.5,26.2,58.1,0.47,1.06,13.4,1.0
85853,24.0,2.0,0.28,26.5,26.2,58.1,0.64,1.09,13.4,-1.0
85854,31.0,1.0,0.28,26.5,26.2,58.1,0.62,1.06,13.4,-0.0
85855,24.0,2.0,0.28,26.5,26.2,58.1,0.52,1.13,13.4,1.0
85856,18.0,2.0,0.28,26.5,26.2,58.1,0.35,1.06,13.4,0.0
85857,24.0,1.0,0.28,26.5,26.2,58.7,0.57,1.26,13.4,0.0
85858,24.0,2.0,0.28,26.5,26.2,58.1,0.41,1.19,13.4,1.0
85860,38.0,1.0,0.28,26.5,26.5,58.1,0.51,1.06,13.4,-0.0
85861,31.0,1.0,0.39,26.5,26.8,57.5,0.47,1.28,13.4,0.0
85862,38.0,1.0,0.27,26.5,26.8,57.5,0.57,1.34,13.4,0.0
85863,18.0,1.0,0.22,26.7,26.2,54.6,0.57,1.2,13.4,1.0
85864,18.0,1.0,0.22,26.7,26.2,54.6,0.47,1.2,13.4,0.0
85865,31.0,2.0,0.27,26.5,27.1,53.2,0.53,1.29,13.4,0.0
85866,31.0,2.0,0.27,26.5,26.5,53.2,0.32,1.06,13.4,-0.0
85867,18.0,2.0,0.19,26.5,26.5,53.2,0.42,1.06,13.4,2.0
85868,24.0,1.0,0.27,26.5,26.5,53.2,0.47,1.06,13.4,0.0
85869,24.0,2.0,0.27,26.5,26.5,53.2,0.4,1.18,13.4,1.0
85870,24.0,2.0,0.27,26.5,26.5,53.2,0.53,1.06,13.4,0.0
85871,18.0,2.0,0.27,26.5,26.5,53.2,0.63,1.06,13.4,0.0
85872,24.0,1.0,0.27,26.5,26.5,53.2,0.47,1.28,13.4,1.0
85873,18.0,2.0,0.29,27.2,27.2,51.5,0.51,1.06,13.4,0.0
85874,24.0,2.0,0.28,27.2,26.6,51.5,0.44,1.06,13.4,0.0
85875,18.0,2.0,0.28,27.2,26.6,51.5,0.53,1.35,13.4,1.0
85876,18.0,2.0,0.28,27.2,26.6,51.5,0.31,1.1,13.4,0.0
85877,24.0,2.0,0.28,27.2,26.6,51.5,0.54,1.26,13.4,0.0
85878,24.0,1.0,0.28,27.2,26.6,51.5,0.61,1.06,13.4,0.0
85879,24.0,1.0,0.28,27.2,26.6,51.5,0.55,1.28,13.4,0.0
85880,18.0,1.0,0.28,27.2,26.6,51.5,0.55,1.35,13.4,2.0
85881,18.0,2.0,0.28,27.2,26.6,51.5,0.41,1.28,13.4,2.0
85882,18.0,1.0,0.28,27.2,26.6,51.5,0.57,1.2,13.4,1.0
85883,24.0,1.0,0.28,27.2,26.6,51.5,0.57,1.26,13.4,0.0
85884,31.0,2.0,0.28,27.2,26.6,51.5,0.41,1.13,13.4,-0.0
85885,24.0,1.0,0.28,27.2,26.6,51.5,0.55,1.13,13.4,0.0
85886,31.0,1.0,0.25,27.2,26.9,51.5,0.55,1.35,13.4,0.0
85887,31.0,2.0,0.34,28.0,27.7,48.8,0.33,1.13,13.4,0.0
85888,24.0,1.0,0.34,28.0,27.7,48.8,0.55,1.13,13.4,1.0
85889,18.0,2.0,0.34,28.0,27.7,48.8,0.53,1.29,13.4,-1.0
85890,24.0,1.0,0.34,28.0,27.7,48.8,0.47,1.06,13.4,0.0
85891,24.0,1.0,0.34,28.0,27.7,48.8,0.55,1.28,13.4,-1.0
85892,18.0,2.0,0.34,28.0,27.7,48.8,0.37,1.13,13.4,0.0
85893,18.0,1.0,0.34,28.0,27.7,48.8,0.61,1.06,13.4,-0.0
85894,24.0,1.0,0.34,28.0,27.7,48.8,0.55,1.06,13.4,1.0
85895,24.0,1.0,0.34,28.0,27.7,48.8,0.59,1.11,13.4,0.0
85896,52.0,2.0,0.33,28.0,27.7,48.8,0.49,1.13,13.4,1.0
85897,24.0,2.0,0.27,28.0,28.6,50.5,0.47,1.1,13.4,1.0
85898,31.0,1.0,0.29,28.0,28.6,50.5,0.55,1.09,13.4,0.0
85899,18.0,1.0,0.06,27.5,27.1,50.0,0.57,1.2,13.4,2.0
85900,18.0,1.0,0.06,27.5,27.1,50.0,0.47,1.2,13.4,2.0
85901,18.0,1.0,0.06,27.5,27.1,50.0,0.6,1.35,13.4,1.0
85902,18.0,1.0,0.06,27.5,27.1,50.0,0.55,1.2,13.4,0.0
85903,18.0,1.0,0.23,27.5,27.0,50.0,0.55,1.35,13.4,0.0
85904,18.0,2.0,0.13,27.5,27.5,46.6,0.44,1.32,13.4,0.0
85905,38.0,1.0,0.06,27.7,27.7,46.8,0.57,1.2,13.4,2.0
85906,24.0,2.0,0.4,27.7,27.7,46.8,0.44,1.36,13.4,0.0
85907,24.0,1.0,0.06,27.7,27.7,46.8,0.61,1.35,13.4,0.0
85908,31.0,2.0,0.07,27.7,27.7,46.8,0.41,1.13,13.4,-0.0
85909,18.0,2.0,0.29,28.6,29.2,44.5,0.47,1.09,13.4,1.0
85910,24.0,2.0,0.22,28.0,28.5,50.5,0.62,1.09,13.4,0.0
85911,18.0,2.0,0.22,28.6,29.1,44.5,0.3,1.28,13.4,2.0
85912,18.0,2.0,0.33,28.6,29.2,44.5,0.47,1.16,13.4,2.0
85913,18.0,2.0,0.28,26.8,27.1,51.1,0.79,1.13,13.4,-1.0
85914,38.0,1.0,0.3,26.8,27.1,51.1,0.65,1.28,13.4,-1.0
85915,31.0,2.0,0.37,26.8,27.1,51.1,0.52,1.25,13.4,0.0
85916,24.0,2.0,0.27,26.8,27.1,51.1,0.57,1.09,13.4,0.0
85917,31.0,1.0,0.3,27.9,27.3,45.9,0.51,1.06,13.4,0.0
85918,31.0,1.0,0.31,27.7,27.7,46.8,0.55,1.2,13.4,0.0
85919,18.0,1.0,0.31,27.9,27.3,44.8,0.67,1.06,13.4,2.0
85920,45.0,1.0,0.31,27.9,27.3,45.9,0.47,1.06,13.4,2.0
85921,24.0,1.0,0.31,27.9,27.3,45.9,0.47,1.13,13.4,0.0
85922,31.0,1.0,0.31,27.9,27.3,45.9,0.47,1.06,13.4,2.0
85923,18.0,1.0,0.31,27.9,27.3,45.9,0.47,1.13,13.4,2.0
85924,45.0,1.0,0.49,27.3,27.3,48.7,0.62,1.06,13.4,2.0
85925,24.0,1.0,0.28,28.2,28.8,41.9,0.57,1.09,13.4,0.0
85926,31.0,1.0,0.16,28.2,28.7,41.9,0.55,1.18,13.4,2.0
85927,18.0,2.0,0.37,27.4,26.7,49.4,0.35,1.13,13.4,0.0
85928,38.0,1.0,0.37,27.4,26.7,49.4,0.51,1.06,13.4,1.0
85929,31.0,1.0,0.39,27.6,26.6,51.3,0.55,1.06,13.4,0.0
85930,31.0,1.0,0.38,27.6,26.6,51.3,0.47,1.17,13.4,1.0
85931,18.0,2.0,0.39,27.5,26.5,47.7,0.53,1.17,13.4,0.0
85932,24.0,2.0,0.39,27.5,26.5,47.7,0.3,1.06,13.4,-0.0
85933,24.0,1.0,0.2,28.8,28.5,41.6,0.55,1.09,13.4,-1.0
85934,18.0,2.0,0.12,28.8,28.6,41.6,0.7,1.2,13.4,1.0
85935,24.0,2.0,0.21,28.8,28.8,44.7,0.53,1.34,13.4,1.0
85936,52.0,1.0,0.09,28.8,28.8,42.1,0.59,1.24,13.4,1.0
85937,18.0,2.0,0.33,28.6,28.9,41.8,0.51,1.11,13.4,0.0
85938,18.0,2.0,0.31,28.5,29.1,42.3,0.53,1.12,13.4,0.0
85939,24.0,1.0,0.27,28.6,28.9,41.8,0.57,1.08,13.4,1.0
85940,52.0,1.0,0.13,26.6,26.6,48.5,0.51,1.19,13.4,1.0
85941,24.0,2.0,0.12,27.7,27.7,47.4,0.31,1.1,13.4,0.0
85942,24.0,2.0,0.26,26.9,26.9,48.8,0.58,1.2,13.4,0.0
