,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
52198,31.0,2.0,0.05,25.5,25.0,45.1,0.9,1.7,7.7,0.0
52200,31.0,2.0,0.18,24.2,25.9,44.8,0.68,1.2,7.7,0.0
52201,31.0,1.0,0.05,24.2,25.2,37.9,0.69,1.2,7.7,2.0
52202,31.0,1.0,0.28,23.8,27.8,45.0,0.93,1.2,7.7,0.0
52203,31.0,1.0,0.11,26.8,22.6,45.7,0.68,1.2,7.7,1.0
52204,31.0,1.0,0.41,23.5,24.5,44.3,0.73,1.2,7.7,0.0
52205,31.0,2.0,0.03,22.4,22.7,34.1,0.57,1.2,13.4,0.0
52206,31.0,1.0,0.04,23.1,23.1,33.8,0.87,1.2,13.4,0.0
52207,31.0,1.0,0.03,23.8,23.4,31.3,1.03,1.2,13.4,0.0
52208,31.0,1.0,0.05,23.6,23.6,32.1,1.02,1.2,13.4,0.0
52209,31.0,1.0,0.03,22.4,22.9,34.3,0.73,1.2,13.4,0.0
52210,31.0,1.0,0.05,23.3,23.1,32.9,1.03,1.2,13.4,0.0
52211,31.0,2.0,0.04,23.7,23.8,32.2,0.78,1.2,13.4,0.0
52213,31.0,1.0,0.04,22.7,22.0,33.4,1.42,1.4,13.4,0.0
52215,31.0,2.0,0.04,21.8,22.4,35.1,0.97,1.2,13.4,0.0
52216,31.0,2.0,0.06,22.1,23.0,34.4,1.11,1.2,13.4,0.0
52224,31.0,1.0,0.07,23.6,23.5,31.9,0.67,1.3,13.4,1.0
52225,31.0,1.0,0.04,22.9,23.1,32.3,1.19,1.2,13.4,0.0
52226,31.0,1.0,0.03,23.8,22.7,31.3,0.73,1.2,13.4,0.0
52227,31.0,1.0,0.05,23.7,23.0,32.0,1.08,1.2,13.4,0.0
52228,31.0,1.0,0.08,23.3,23.9,32.9,0.78,1.2,13.4,0.0
52229,31.0,2.0,0.04,23.5,24.3,31.4,0.85,1.2,13.4,0.0
52230,31.0,1.0,0.04,24.0,23.8,29.9,0.63,1.2,13.4,2.0
52231,31.0,1.0,0.04,23.4,23.2,32.2,0.98,1.2,13.4,-1.0
52232,31.0,1.0,0.05,23.0,23.8,30.2,0.82,1.2,13.4,0.0
52233,31.0,1.0,0.04,23.6,22.6,27.8,0.7,1.4,13.4,0.0
52234,31.0,2.0,0.05,23.4,23.1,28.3,0.78,1.2,13.4,0.0
52235,31.0,1.0,0.03,22.8,23.7,27.0,1.0,1.4,13.4,0.0
52241,31.0,1.0,0.19,22.7,21.7,20.2,1.04,1.2,3.8,-1.0
52242,31.0,2.0,0.08,22.9,22.6,19.9,1.03,1.4,3.8,-2.0
52243,31.0,1.0,0.05,22.7,23.2,20.9,1.02,1.3,3.8,0.0
52244,31.0,2.0,0.03,23.1,23.0,20.0,0.99,1.4,3.8,0.0
52245,31.0,2.0,0.1,23.1,22.9,20.1,0.97,1.6,3.8,-1.0
52246,31.0,1.0,0.1,23.4,23.0,18.5,0.73,1.2,3.8,0.0
52247,31.0,1.0,0.13,23.4,22.6,19.4,0.58,1.6,3.8,0.0
52248,31.0,1.0,0.09,23.9,23.3,20.8,1.12,1.2,3.8,-2.0
52249,31.0,1.0,0.09,23.3,23.4,19.7,1.33,1.2,3.8,-2.0
52252,31.0,2.0,0.08,22.8,23.0,19.4,0.78,1.2,3.8,0.0
52253,31.0,1.0,0.04,23.1,23.3,17.5,0.91,1.4,3.8,0.0
52254,31.0,1.0,0.1,22.8,23.9,19.5,1.03,1.2,3.8,0.0
52255,31.0,1.0,0.05,23.5,24.1,16.9,0.67,1.6,3.8,0.0
52256,31.0,1.0,0.06,23.4,24.4,19.4,1.0,1.3,3.8,0.0
52257,31.0,1.0,0.07,23.2,22.7,34.2,0.76,1.8,-0.4,0.0
52259,31.0,2.0,0.04,23.9,24.0,35.4,0.98,1.0,-0.4,-1.0
52261,31.0,1.0,0.03,20.4,20.7,14.4,1.13,1.2,-8.4,0.0
52263,31.0,1.0,0.03,21.0,21.0,16.0,0.81,1.2,-8.4,0.0
52267,31.0,1.0,0.03,21.6,22.0,15.3,1.1,1.8,-8.4,0.0
52268,31.0,2.0,0.01,23.3,23.8,32.7,0.93,1.6,-0.4,2.0
52269,31.0,2.0,0.14,23.8,24.0,32.6,0.72,1.3,-0.4,1.0
52270,31.0,1.0,0.04,21.5,22.2,13.6,0.94,1.4,-8.4,0.0
52271,31.0,2.0,0.08,24.5,25.7,32.3,0.82,1.8,-0.4,1.0
52272,31.0,2.0,0.02,21.8,22.6,13.0,1.0,1.2,-8.4,1.0
52273,31.0,1.0,0.08,23.3,27.0,33.5,0.69,1.2,-0.4,1.0
52287,31.0,1.0,0.02,22.1,21.9,12.9,1.37,1.5,-8.4,0.0
52288,31.0,1.0,0.03,22.3,23.3,15.1,0.81,1.2,-8.4,0.0
52289,31.0,2.0,0.05,21.7,22.5,14.2,1.02,1.2,-8.4,-1.0
52291,31.0,1.0,0.04,22.2,22.4,14.2,0.8,1.6,-8.4,0.0
52292,31.0,1.0,0.08,21.5,21.9,15.5,0.99,1.8,-8.4,0.0
52293,31.0,1.0,0.03,21.7,21.6,15.4,0.73,1.2,-8.4,1.0
52295,31.0,1.0,0.07,21.6,21.5,13.8,1.11,1.2,-6.7,0.0
52296,31.0,1.0,0.02,21.4,21.5,14.8,1.03,1.2,-6.7,-1.0
52297,31.0,1.0,0.04,22.0,22.2,16.0,0.78,1.2,-6.7,0.0
52298,31.0,1.0,0.04,21.6,22.1,14.1,1.1,1.2,-6.7,0.0
52299,31.0,1.0,0.06,22.3,22.4,14.3,0.73,1.2,-6.7,0.0
52300,31.0,1.0,0.04,23.1,23.2,12.0,1.03,1.2,-6.7,0.0
52301,31.0,2.0,0.03,22.7,22.9,12.0,1.16,1.2,-6.7,0.0
52302,31.0,1.0,0.03,22.6,22.9,11.6,0.83,1.6,-6.7,0.0
52303,31.0,1.0,0.03,22.1,22.5,13.8,0.72,1.2,-6.7,-1.0
52304,31.0,1.0,0.04,22.3,23.0,15.2,0.96,1.6,-6.7,0.0
52305,31.0,1.0,0.09,23.0,23.0,13.5,1.04,1.2,-6.7,0.0
52306,31.0,1.0,0.04,23.5,23.1,15.2,0.73,1.2,-6.7,0.0
52307,31.0,1.0,0.06,23.8,23.9,13.2,0.82,1.2,-6.7,0.0
52308,31.0,1.0,0.04,23.9,24.3,13.5,0.53,1.8,-6.7,0.0
52309,31.0,1.0,0.03,23.8,24.2,13.5,0.7,1.8,-6.7,1.0
52310,31.0,1.0,0.06,23.4,24.0,12.6,0.93,1.2,-6.7,0.0
52311,31.0,1.0,0.06,23.6,24.3,13.3,0.66,1.6,-6.7,1.0
52312,31.0,1.0,0.1,23.1,22.9,15.6,0.72,1.2,-6.7,-1.0
52313,31.0,1.0,0.04,23.5,23.8,17.1,0.76,2.2,-6.7,1.0
52314,31.0,1.0,0.05,23.2,23.5,15.7,0.66,1.6,-6.7,0.0
52315,31.0,2.0,0.04,23.5,24.1,18.5,0.81,1.2,-6.7,2.0
52396,31.0,2.0,0.2,28.1,27.9,26.6,0.95,1.2,13.4,1.0
52399,31.0,2.0,0.1,26.0,26.9,32.5,0.03,2.0,13.4,-1.0
52404,31.0,2.0,0.1,25.4,27.5,32.8,0.64,1.2,13.4,-1.0
52405,31.0,1.0,0.1,25.4,26.9,33.3,0.93,1.2,13.4,1.0
52406,31.0,2.0,0.2,23.2,27.1,35.8,0.81,1.2,13.4,-1.0
52413,31.0,1.0,0.1,24.1,26.2,34.9,0.9,1.2,13.4,-1.0
52417,31.0,2.0,0.2,21.6,24.1,35.9,0.86,1.2,13.4,0.0
52418,31.0,1.0,0.1,22.3,24.7,34.5,0.85,1.0,13.4,-1.0
52419,31.0,2.0,0.1,22.3,23.8,32.7,0.67,2.0,13.4,-1.0
52421,31.0,2.0,0.1,22.1,24.3,32.9,0.96,1.6,13.4,-2.0
52517,31.0,2.0,0.03,24.8,21.7,38.7,0.81,1.6,7.9,1.0
52522,31.0,2.0,0.03,25.1,23.6,38.6,1.02,1.2,7.9,1.0
52523,31.0,2.0,0.03,25.4,24.2,36.9,0.96,1.6,7.9,1.0
52525,31.0,1.0,0.06,25.7,24.0,45.0,0.77,1.2,7.9,2.0
52526,31.0,1.0,0.06,23.6,25.1,44.6,0.73,1.2,7.9,0.0
52528,31.0,2.0,0.02,26.4,23.9,39.6,0.79,1.2,7.9,0.0
52529,31.0,1.0,0.02,26.5,23.5,44.5,1.02,1.3,7.9,1.0
52530,31.0,2.0,0.58,26.3,20.7,44.4,0.62,1.7,7.9,1.0
52534,31.0,2.0,0.12,28.3,23.1,45.7,0.97,1.2,7.9,1.0
52535,31.0,1.0,0.18,27.3,23.4,44.9,0.77,1.2,7.9,1.0
52536,31.0,2.0,0.12,26.8,22.8,45.3,0.82,1.2,7.9,1.0
52537,31.0,1.0,0.07,24.3,25.2,45.6,0.75,1.3,7.9,1.0
52538,31.0,1.0,0.04,27.7,24.4,46.1,0.87,1.2,7.9,2.0
52540,31.0,1.0,0.04,25.5,25.6,46.7,0.68,1.4,7.9,2.0
52541,31.0,1.0,0.01,25.7,26.0,46.6,0.58,1.6,7.9,1.0
52547,31.0,1.0,0.03,25.0,26.4,46.3,0.96,2.0,7.9,2.0
52548,31.0,2.0,0.04,28.2,25.4,46.1,0.82,1.3,7.9,1.0
52550,31.0,2.0,0.12,23.6,25.5,30.9,0.88,1.5,7.9,0.0
52552,31.0,1.0,0.09,22.6,23.0,29.3,0.73,1.2,4.6,0.0
52553,31.0,2.0,0.04,22.9,23.3,29.3,1.0,1.2,4.6,1.0
52554,31.0,2.0,0.04,22.4,22.5,30.8,0.72,1.2,4.6,0.0
52555,31.0,1.0,0.05,22.9,23.7,29.6,1.04,1.2,4.6,0.0
52556,31.0,1.0,0.06,23.0,23.4,28.5,1.03,1.2,4.6,0.0
52557,31.0,1.0,0.03,22.7,23.1,30.0,1.03,1.2,4.6,0.0
52559,31.0,2.0,0.03,23.2,23.7,28.8,0.83,1.7,4.6,1.0
52561,31.0,1.0,0.03,22.3,22.8,30.6,1.15,1.2,4.6,0.0
52562,31.0,1.0,0.04,23.4,23.7,28.2,0.82,1.2,4.6,1.0
52564,31.0,1.0,0.04,23.2,23.1,28.7,1.38,1.2,4.6,1.0
52565,31.0,2.0,0.03,23.0,23.5,28.8,0.8,1.2,4.6,-1.0
52567,31.0,1.0,0.12,23.2,23.9,28.9,0.73,1.4,4.6,0.0
52570,31.0,1.0,0.03,22.7,22.9,29.5,0.85,1.3,4.6,0.0
52574,31.0,1.0,0.03,22.9,23.3,30.0,0.82,1.2,4.6,0.0
52575,31.0,1.0,0.04,23.8,23.8,27.2,0.68,1.2,4.6,0.0
52578,31.0,1.0,0.13,23.3,24.6,28.1,0.91,1.2,4.6,0.0
52580,31.0,1.0,0.03,22.1,22.2,31.9,0.94,1.2,4.6,-2.0
52581,31.0,1.0,0.04,22.2,22.6,31.0,1.03,1.2,4.6,0.0
52590,31.0,2.0,0.05,22.2,22.6,30.1,0.94,1.2,4.6,0.0
52613,31.0,2.0,0.08,23.1,23.1,27.9,0.58,1.4,4.6,0.0
52615,31.0,1.0,0.09,23.3,23.1,28.4,1.03,1.2,4.6,0.0
52617,31.0,1.0,0.06,23.1,23.5,28.2,0.65,1.2,4.6,-1.0
52618,31.0,1.0,0.02,22.4,22.5,30.3,0.73,1.2,4.6,0.0
52619,31.0,1.0,0.02,22.5,22.8,30.2,1.03,1.2,4.6,0.0
52620,31.0,1.0,0.04,23.6,23.5,28.7,0.82,1.2,4.6,2.0
52622,31.0,2.0,0.04,23.5,24.0,26.7,0.63,1.9,4.6,0.0
52623,31.0,1.0,0.03,23.2,23.6,29.0,0.82,1.2,4.6,2.0
52624,31.0,1.0,0.04,21.7,22.0,31.3,1.46,1.2,4.6,0.0
52625,31.0,1.0,0.04,23.8,23.9,27.1,0.95,1.2,4.6,0.0
52627,31.0,1.0,0.06,23.6,24.6,27.2,0.9,1.7,4.6,0.0
52629,31.0,2.0,0.03,22.4,23.1,30.6,0.78,1.2,4.6,0.0
52630,31.0,1.0,0.1,23.3,24.8,28.4,0.85,2.0,4.6,0.0
52632,31.0,1.0,0.03,23.0,23.8,30.2,0.94,1.2,4.6,-1.0
52635,31.0,2.0,0.04,22.7,23.3,30.0,1.03,1.2,4.6,0.0
52638,31.0,2.0,0.05,22.8,24.0,29.5,0.89,1.4,4.6,-1.0
52642,31.0,1.0,0.02,23.7,23.5,29.7,0.63,1.2,4.6,2.0
52644,31.0,1.0,0.03,22.0,22.3,31.6,0.98,1.4,4.6,0.0
52653,31.0,1.0,0.02,21.0,21.2,30.2,1.23,2.0,3.5,0.0
52654,31.0,1.0,0.04,22.1,22.4,30.3,0.8,1.7,3.5,1.0
52655,31.0,1.0,0.03,22.0,22.6,28.9,0.72,1.2,3.5,0.0
52656,31.0,2.0,0.03,21.7,22.2,29.7,1.14,1.4,3.5,-1.0
52657,31.0,2.0,0.04,21.7,22.7,29.9,1.13,1.2,3.5,-1.0
52658,31.0,1.0,0.03,23.1,23.1,28.7,0.68,1.8,3.5,2.0
52659,31.0,1.0,0.02,22.3,23.0,27.9,1.11,1.2,3.5,0.0
52660,31.0,2.0,0.03,22.1,23.0,30.8,0.91,1.2,3.5,-2.0
52661,31.0,1.0,0.02,22.6,23.1,26.9,0.77,1.4,3.5,0.0
52662,31.0,1.0,0.06,22.4,22.6,26.5,1.2,1.2,3.5,0.0
52663,31.0,1.0,0.02,22.4,22.8,25.5,0.96,1.6,3.5,0.0
52666,31.0,2.0,0.03,23.0,23.4,25.2,0.78,1.2,2.9,0.0
52669,31.0,2.0,0.04,23.2,23.4,25.4,0.86,1.2,2.9,0.0
52673,31.0,1.0,0.08,23.6,23.5,23.8,0.73,1.2,2.9,1.0
52675,31.0,1.0,0.03,23.8,23.9,23.8,0.73,1.5,2.9,1.0
52678,31.0,1.0,0.03,23.8,24.3,23.3,0.5,1.6,2.9,1.0
52680,31.0,1.0,0.04,24.0,24.4,22.6,0.82,1.2,2.9,-1.0
52684,31.0,1.0,0.06,23.4,23.4,27.2,0.95,1.4,2.9,0.0
52686,31.0,1.0,0.05,22.9,23.3,24.5,0.94,1.6,2.9,-1.0
52704,31.0,1.0,0.03,24.6,24.5,26.3,0.82,1.2,2.9,1.0
52705,31.0,2.0,0.04,24.0,24.7,35.1,0.85,1.2,4.5,1.0
52706,31.0,1.0,0.03,23.8,23.8,25.3,0.82,1.2,2.9,1.0
52708,31.0,1.0,0.04,23.1,23.7,29.1,0.72,1.2,2.9,0.0
52710,31.0,1.0,0.04,23.7,23.8,27.2,1.03,1.2,2.9,2.0
52713,31.0,1.0,0.06,23.0,23.9,29.1,0.73,1.2,2.9,-1.0
52716,31.0,1.0,0.04,23.0,24.4,28.1,0.84,1.5,2.9,0.0
52717,31.0,1.0,0.03,24.6,24.6,25.7,0.87,1.2,2.9,0.0
52718,31.0,1.0,0.05,24.0,24.5,26.2,0.94,1.2,2.9,0.0
52720,31.0,2.0,0.05,24.3,25.4,25.8,0.73,1.2,2.9,0.0
52767,31.0,2.0,0.03,21.8,22.5,30.7,0.96,1.2,4.4,0.0
52768,31.0,1.0,0.03,22.1,22.7,31.3,0.93,1.5,4.4,0.0
52769,31.0,1.0,0.02,21.4,21.8,31.4,0.73,1.2,4.4,0.0
52770,31.0,1.0,0.04,21.4,21.7,32.3,1.06,2.0,4.4,0.0
52771,31.0,2.0,0.05,22.4,23.3,30.8,0.81,1.2,4.4,1.0
52772,31.0,1.0,0.02,22.1,23.0,31.0,0.94,1.2,4.4,0.0
52773,31.0,2.0,0.04,21.6,22.1,33.5,0.86,1.2,4.4,0.0
52774,31.0,2.0,0.04,22.2,22.7,31.8,0.98,1.2,4.4,-1.0
52775,31.0,1.0,0.04,21.7,22.4,32.5,1.02,1.4,4.4,-1.0
52776,31.0,1.0,0.07,23.0,22.9,25.0,0.82,1.2,2.5,-1.0
52777,31.0,1.0,0.04,22.9,23.0,25.1,0.66,1.6,2.5,1.0
52778,31.0,1.0,0.06,23.2,22.8,23.2,0.73,1.2,2.5,0.0
52779,31.0,1.0,0.03,23.6,23.7,23.3,0.8,1.6,2.5,0.0
52780,31.0,1.0,0.05,23.7,24.1,22.8,0.73,1.2,2.5,1.0
52781,31.0,1.0,0.05,22.6,23.0,23.3,0.87,1.2,2.5,0.0
52782,31.0,1.0,0.05,22.0,22.1,24.8,0.9,1.2,2.5,-1.0
52783,31.0,1.0,0.05,22.7,22.5,25.3,0.63,2.0,2.5,0.0
52784,31.0,1.0,0.02,22.2,22.3,23.7,0.62,1.2,2.5,-1.0
52785,31.0,1.0,0.04,23.6,23.3,25.9,0.63,1.2,2.5,1.0
52786,31.0,1.0,0.05,22.1,22.4,25.5,1.08,1.2,2.5,1.0
52787,31.0,1.0,0.02,22.6,22.9,25.5,1.03,1.2,2.5,-1.0
52788,31.0,1.0,0.03,23.3,23.7,25.9,0.73,1.2,2.5,1.0
52789,31.0,1.0,0.03,23.6,23.8,24.2,0.91,1.3,2.5,0.0
52790,31.0,2.0,0.04,23.5,23.7,26.0,0.66,1.6,2.5,0.0
52791,31.0,2.0,0.06,22.8,23.4,23.8,1.25,1.2,2.5,0.0
52792,31.0,1.0,0.03,23.7,23.0,23.9,0.73,1.2,1.1,2.0
52793,31.0,1.0,0.06,22.2,22.2,25.8,1.03,1.2,1.1,0.0
52794,31.0,1.0,0.03,22.0,22.0,24.8,1.2,1.2,1.1,0.0
52795,31.0,1.0,0.03,22.7,22.6,24.5,0.95,1.2,1.1,0.0
52796,31.0,2.0,0.03,22.6,23.1,23.7,0.74,1.2,1.1,0.0
52797,31.0,1.0,0.03,23.5,24.0,23.1,0.73,1.2,1.1,1.0
52798,31.0,1.0,0.03,23.3,23.6,23.9,0.98,1.2,1.1,0.0
52799,31.0,1.0,0.03,22.8,23.6,23.4,0.99,1.6,1.1,0.0
52800,31.0,1.0,0.04,23.4,22.6,22.3,1.03,1.2,1.1,0.0
52801,31.0,1.0,0.03,22.8,23.1,23.6,1.03,1.2,1.1,0.0
52807,31.0,1.0,0.02,21.3,21.5,27.6,0.74,1.4,1.1,-1.0
52810,31.0,2.0,0.04,22.6,22.5,26.2,0.94,1.2,1.1,0.0
52811,31.0,2.0,0.03,23.0,23.1,23.9,0.65,1.2,1.1,0.0
52812,31.0,2.0,0.06,22.4,22.0,26.5,1.02,1.2,1.1,0.0
52813,31.0,1.0,0.06,22.8,23.4,23.9,1.15,1.2,1.1,-1.0
52814,31.0,2.0,0.05,23.3,23.5,24.1,0.93,1.2,1.1,0.0
52815,31.0,1.0,0.05,21.9,21.5,34.7,0.87,1.2,5.3,0.0
52816,31.0,2.0,0.05,22.7,22.6,32.1,0.85,1.3,5.3,0.0
52817,31.0,2.0,0.07,22.6,23.0,32.4,1.09,1.2,5.3,0.0
52818,31.0,2.0,0.02,22.9,23.4,31.8,0.78,1.2,5.3,0.0
52819,31.0,1.0,0.05,23.0,23.6,32.7,0.78,1.2,5.3,0.0
52821,31.0,1.0,0.1,22.2,23.3,45.3,0.93,1.2,13.2,-2.0
52826,31.0,2.0,0.1,25.0,26.2,38.1,0.94,1.2,13.2,1.0
52827,31.0,1.0,0.1,25.7,26.2,37.6,0.82,1.2,13.2,1.0
52828,31.0,2.0,0.1,25.9,26.5,36.6,1.01,1.2,13.2,-1.0
52829,31.0,2.0,0.2,20.8,25.4,47.6,0.87,1.2,13.2,-2.0
52862,31.0,1.0,1.44,24.3,26.3,35.0,0.59,2.1,15.1,2.0
52863,31.0,1.0,1.5,24.7,27.5,30.9,0.56,1.3,15.1,-1.0
52865,31.0,2.0,1.38,25.3,27.8,25.2,0.76,1.4,15.1,2.0
52872,31.0,2.0,0.2,20.6,21.9,35.4,0.79,1.2,17.1,-1.0
52873,31.0,2.0,0.2,20.4,22.5,36.5,1.03,1.2,17.1,-1.0
52874,31.0,2.0,0.1,21.0,22.0,33.8,0.86,1.2,17.1,0.0
52976,31.0,1.0,0.02,21.6,22.2,26.5,0.66,2.0,7.5,0.0
52977,31.0,2.0,0.05,20.9,21.4,28.3,0.71,2.0,7.5,0.0
52980,31.0,1.0,0.07,22.1,22.6,26.9,0.73,1.2,7.5,0.0
52982,31.0,2.0,0.03,21.7,22.4,27.9,1.03,1.2,7.5,-1.0
52986,31.0,2.0,0.04,22.0,22.1,27.4,1.03,1.2,7.5,0.0
52987,31.0,2.0,0.03,22.4,23.1,26.8,0.84,2.0,7.5,0.0
52988,31.0,1.0,0.05,22.3,23.7,27.1,0.73,1.2,7.5,0.0
52989,31.0,1.0,0.06,22.0,22.7,31.6,0.97,1.2,7.5,-1.0
52990,31.0,1.0,0.03,22.8,23.7,28.5,0.96,1.6,7.5,0.0
52991,31.0,1.0,0.03,23.2,24.3,28.9,0.81,1.2,7.5,1.0
52992,31.0,1.0,0.05,22.7,23.9,31.1,0.73,1.2,7.5,0.0
52993,31.0,1.0,0.04,22.2,22.9,32.3,0.81,1.2,7.5,0.0
53001,31.0,1.0,0.05,22.8,22.9,31.1,0.72,1.2,10.4,-1.0
53002,31.0,1.0,0.12,23.0,22.7,33.0,0.63,1.2,10.4,0.0
53003,31.0,1.0,0.03,22.4,22.4,34.6,0.73,1.2,10.4,0.0
53004,31.0,1.0,0.07,21.9,22.0,37.6,0.82,1.2,10.4,0.0
53005,31.0,1.0,0.03,23.1,23.9,33.1,0.93,1.2,10.4,0.0
53006,31.0,1.0,0.05,22.8,23.7,33.6,0.99,1.4,10.4,0.0
53007,31.0,1.0,0.09,22.7,22.9,35.0,0.74,1.2,10.4,0.0
53019,31.0,1.0,0.06,23.2,24.2,37.4,0.66,1.6,10.4,0.0
53020,31.0,1.0,0.11,23.0,23.1,37.8,0.62,1.7,10.4,0.0
53021,31.0,1.0,0.09,24.1,22.8,34.0,0.8,1.6,10.4,0.0
53023,31.0,2.0,0.04,22.9,23.3,36.6,0.71,1.6,10.4,-1.0
53024,31.0,2.0,0.04,23.9,23.7,33.9,0.82,1.2,10.4,0.0
53027,31.0,1.0,0.08,23.7,23.2,35.3,0.82,1.2,10.4,0.0
53030,31.0,1.0,0.06,23.1,23.3,36.8,1.03,1.2,10.4,0.0
53035,31.0,1.0,0.07,24.1,24.6,35.6,0.65,1.2,10.4,0.0
53036,31.0,1.0,0.05,23.9,24.4,37.2,0.81,1.2,10.4,0.0
53096,31.0,2.0,0.1,22.5,23.7,45.7,0.74,1.2,17.7,0.0
53097,31.0,1.0,0.1,22.2,24.1,43.7,0.73,1.2,17.7,0.0
53098,31.0,2.0,0.1,22.4,24.6,43.9,0.86,1.2,17.7,-1.0
53099,31.0,2.0,0.1,23.1,25.1,41.9,0.8,1.2,17.7,-1.0
53100,31.0,1.0,0.1,22.7,24.8,43.8,0.82,1.2,17.7,1.0
53155,31.0,2.0,0.1,23.7,24.9,48.3,0.69,1.2,20.7,-1.0
53194,31.0,1.0,0.03,23.4,23.2,27.1,0.93,1.4,9.4,0.0
53195,31.0,1.0,0.03,24.0,24.2,27.1,0.71,1.3,9.4,1.0
53196,31.0,1.0,0.03,23.9,24.5,28.1,0.73,1.2,9.4,0.0
53197,31.0,2.0,0.02,24.6,24.9,26.8,1.0,1.2,9.4,1.0
53198,31.0,1.0,0.03,24.8,25.1,26.6,0.87,1.2,9.4,1.0
53200,31.0,2.0,0.05,23.9,25.3,26.9,0.92,1.2,9.4,0.0
53202,31.0,2.0,0.03,23.9,24.3,27.0,0.78,1.2,9.4,0.0
53205,31.0,1.0,0.04,23.7,25.3,27.9,0.68,1.4,9.4,0.0
53206,31.0,1.0,0.06,23.6,24.3,27.8,0.96,1.6,9.4,0.0
53208,31.0,2.0,0.07,24.8,25.1,25.9,0.63,1.2,9.4,1.0
53211,31.0,1.0,0.03,24.4,24.9,25.7,1.0,1.4,9.4,0.0
53213,31.0,1.0,0.04,24.3,24.7,25.0,0.65,1.2,9.4,0.0
53215,31.0,1.0,0.03,22.9,22.9,25.7,0.71,1.3,9.4,0.0
53216,31.0,1.0,0.03,23.4,23.4,25.8,0.73,1.2,9.4,0.0
53217,31.0,1.0,0.04,22.8,23.1,31.2,0.69,1.6,10.8,0.0
53218,31.0,2.0,0.04,22.7,23.6,30.5,0.86,1.2,10.8,0.0
53219,31.0,1.0,0.05,22.8,23.5,30.0,0.82,1.2,10.8,0.0
53220,31.0,1.0,0.04,22.7,23.4,29.6,0.66,1.2,10.8,0.0
53223,31.0,1.0,0.03,23.5,23.4,26.7,0.96,1.6,10.8,1.0
53229,31.0,2.0,0.04,23.6,23.7,23.1,0.66,1.6,10.8,0.0
53231,31.0,1.0,0.04,23.2,24.1,24.8,0.81,1.2,10.8,0.0
53240,31.0,1.0,0.04,23.1,23.5,23.8,0.85,1.2,10.8,0.0
53243,31.0,1.0,0.06,23.4,23.6,22.7,0.53,1.8,10.8,0.0
53244,31.0,1.0,0.04,23.1,23.7,23.2,0.65,1.2,10.8,0.0
53351,31.0,1.0,0.03,21.4,22.1,33.0,0.65,1.2,12.6,0.0
53352,31.0,2.0,0.03,22.4,23.0,33.1,0.61,1.4,12.6,0.0
53355,31.0,2.0,0.04,22.8,23.8,31.3,0.82,1.2,12.6,-1.0
53357,31.0,2.0,0.06,22.9,24.4,29.8,0.87,1.2,12.6,0.0
53358,31.0,1.0,0.04,21.5,23.2,34.4,0.81,1.2,12.6,0.0
53371,31.0,2.0,0.05,22.5,22.8,31.3,0.72,1.2,12.6,-1.0
53372,31.0,1.0,0.03,23.0,23.5,27.6,0.73,1.2,12.6,0.0
53374,31.0,1.0,0.06,22.4,23.3,26.2,0.74,1.6,12.6,-1.0
53375,31.0,1.0,0.04,23.7,22.9,25.1,0.75,1.6,12.6,0.0
53393,31.0,1.0,0.03,22.5,22.8,31.7,0.73,1.2,15.2,0.0
53394,31.0,1.0,0.08,23.9,23.7,29.0,0.67,1.6,15.2,0.0
53395,31.0,1.0,0.12,23.3,23.9,30.6,0.67,1.2,15.2,0.0
53396,31.0,1.0,0.04,22.8,23.5,30.8,0.73,1.2,15.2,0.0
53397,31.0,1.0,0.13,23.9,23.6,28.7,0.49,1.7,15.2,0.0
53398,31.0,2.0,0.04,23.6,24.2,27.5,0.67,1.2,15.2,0.0
53399,31.0,1.0,0.04,23.4,24.4,29.8,0.72,1.2,15.2,0.0
53400,31.0,2.0,0.05,24.2,25.0,29.0,0.87,1.6,15.2,0.0
53401,31.0,1.0,0.06,24.1,25.0,27.3,0.6,1.2,15.2,0.0
53402,31.0,1.0,0.06,23.6,23.7,29.4,0.71,1.3,15.2,1.0
53403,31.0,1.0,0.04,24.3,24.4,26.9,0.57,1.2,15.2,0.0
53404,31.0,1.0,0.06,24.4,24.2,26.7,0.62,1.8,15.2,0.0
53405,31.0,1.0,0.07,24.7,24.5,24.9,0.58,1.2,15.2,-1.0
53406,31.0,2.0,0.08,24.0,24.5,26.4,0.82,1.2,15.2,1.0
53407,31.0,2.0,0.04,23.9,24.1,29.7,0.66,1.6,15.2,0.0
53408,31.0,1.0,0.2,22.8,24.5,27.8,0.73,1.2,15.2,0.0
53413,31.0,1.0,0.08,24.2,25.8,27.4,0.67,1.4,15.2,0.0
53479,31.0,2.0,0.6,27.6,29.2,42.1,0.6,1.2,20.3,1.0
53480,31.0,2.0,0.6,27.9,27.7,42.5,0.37,1.6,20.3,1.0
53481,31.0,1.0,0.3,25.7,26.5,38.8,0.82,1.2,19.6,-2.0
53482,31.0,1.0,0.3,25.9,26.8,38.7,0.77,1.2,19.6,1.0
53483,31.0,2.0,0.4,26.0,26.6,38.3,0.88,1.2,19.6,0.0
53484,31.0,1.0,0.2,25.0,27.2,39.9,0.93,1.2,19.6,1.0
